Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
kinjeketile, Preparation of a COVID-19 vaccine that can be given in tablet ,"Владивосток, Россия",None,None,2021-03-23 10:51:04,2
niimphoo," : ‘WHERE IS THE SUPPO FOR THE POOR?’ 

Actress Liza Soberano on Monday expressed concern over the situation of many Fil…",France,None,None,2021-03-23 10:51:04,2
walkhikeaholic,"#ADDBiblicalAnswers
#TruthsFromTheBible

Download Omega: ",cowpat corner,None,None,2021-03-23 10:51:04,2
Avittion," : So true sir...
#UPSCExtraAttempt ","Huffman, TX",GBR,None,2021-03-23 10:51:04,2
MichealJustin3, : Enough is enough! #LetUsBackToAus #InternationalStudentsAustralia #LetAusPhDStudentsEnter #extend485visas #freezeourvisas,GBR,GBR,None,2021-03-23 10:51:04,2
karlosc06,145 House Republicans refuse to say whether they've been vaccinated against COVID-19 ,Porthcawl,None,None,2021-03-23 10:51:05,2
StonerMoon_,Krispy Kreme offers free doughnut every day for rest of 2021 for anyone with COVID-19 vaccination card ,,IND,None,2021-03-23 10:51:06,2
aayushjain95,"Open Access UCL Research: Beyond Dexamethasone, Emerging Immuno-Thrombotic Therapies for COVID-19 - UCL Discovery ","Bangalore, India.",IND,None,2021-03-23 10:51:06,2
FOXLexington," : As the U.S. continues to scale COVID-19 vaccinations, Krispy Kreme is offering sweet support to those who are protectin…","Lexington, KY",None,None,2021-03-23 10:51:06,2
cadetsmom, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Wichita, Ks",None,None,2021-03-23 10:51:07,0
refashionista," : Joe Biden’s Border Crisis is spreading COVID-19 far faster than “spring break” in Miami.

The media knows it. Putting hu…",Kemptville,None,None,2021-03-23 10:51:07,2
lesterdvalentin," _kalerqui: PH DAILY COVID-19     GOVERNMENT 
RECORD  HIGH              RESPONSE ",National Capital Region,None,None,2021-03-23 10:51:07,2
Matiapereyra17," : Delays in the releasing of COVID-19 swab test results have prolonged the stay of OFWs in quarantine hotels, causing the…","Avellaneda, Argentina",USA,None,2021-03-23 10:51:07,2
theblakeamber,"New paper from  group :

Collateral damage for failing to do in the times of COVID-19 
 

C… ",ATLANTA,USA,None,2021-03-23 10:51:07,2
USCHO,  COVID-19 is here to stay...The approach Magufuli took will one day be proven to be relevant,Rinks Across NCAA Hockey,GBR,None,2021-03-23 10:51:07,2
TonyMar68854421, : KMPDU BRIEF ON THE EVOLVING COVID-19 PANDEMIC. ,"Morecambe Bay,  England",GBR,None,2021-03-23 10:51:08,2
AyneAmjad," : From April 1, all people above 45 years of age are entitled to get COVID-19 vaccine, Union Minister Prakash Javadekar…",,None,None,2021-03-23 10:51:08,2
inquirerdotnet,"While the world comes to grips with the Covid-19 pandemic, Exxaro has and will continue to proudly play its part in… ",Makati City,None,None,2021-03-23 10:51:08,2
kropp_top, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Chromatica,None,None,2021-03-23 10:51:08,2
AshOckXXX,"Please see here the KCSC weekly e-bulletin including Sector News, Health and Wellbeing, Covid-19 resources, the lat… ",Blue Majat,None,None,2021-03-23 10:51:09,2
Jethro_the_cat,AstraZeneca may have provided incomplete efficacy data from the latest Covid-19 trial -NIAID – ET HealthWorld ,,None,None,2021-03-23 10:51:09,2
AlfieTurner2,"If You Absolutely Must Vaccinate Against Covid-19 Out of Fear or Coercion, Hold Out for This Already Proven Vaccine ",Eastbourne,None,None,2021-03-23 10:51:10,2
its_kamaa," _:  ⁉ 
in COVID-19 times!

Central government's tax collections on petrol and diesel have jumped over 300 perc…",online ,None,None,2021-03-23 10:51:10,3
sonu74m," _CDCIndia: Despite COVID-19 challenges, _CDCIndia  and SHARE India End MDR-TB Dharavi team support Municipal Corporation…","Dubai, United Arab Emirates",None,None,2021-03-23 10:51:10,2
patsonmusiiwa, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Johannesburg, South Africa",None,None,2021-03-23 10:51:10,0
HelpHumanity1st,"With spring on the horizon, vaccine distribution increasing, and COVID-19 case numbers declining, more local museum… ",,None,None,2021-03-23 10:51:10,2
emeraldsereneo,"Today is #nationaldayofreflection, exactly a year since the announcement of the first #lockdown. We will observe th… ",,None,None,2021-03-23 10:51:11,2
VistaAdd,Fact check: COVID-19 vaccines won't alter recipient DNA, frontline workers have suffered directly from the virus |… ,,None,None,2
Priyank98741509, : A flashback: ,Kolkata,None,None,2021-03-23 10:51:11,2
TusharAbrol1," : One year on from the GBR's first lockdown, we've joined the Yellow Hearts to Remember campaign, supporting bereaved families…",,None,None,2021-03-23 10:51:11,1
JoanieReb,The country's biggest companies are ready to spend billions of pesos to secure COVID-19 vaccines. But even with mon… ,The Resistance,USA,None,2021-03-23 10:51:11,2
masslivenews," : Ok, here goes: my attempt to sum up some of the experiences and lessons from the way Covid-19 has played out in this pa…","Massachusetts, USA",USA,None,2021-03-23 10:51:12,0
ucl_discovery,"Germany to go into hard Easter lockdown as Covid-19 infections soar
",,None,None,2021-03-23 10:51:13,2
findingjet," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",,None,None,2021-03-23 10:51:14,3
Sharedlives4," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,USA,None,2021-03-23 10:51:14,3
catdog5,Good call. Obviously they haven't released any data on Covid-19 spread in schools as yet.,New York,USA,None,2021-03-23 10:51:14,4
Paige86131645," Someone should please help me with any amount to feed my children,This is worst thing I've ever done,b… ","Michigan, USA",USA,None,2021-03-23 10:51:14,3
majidismyname,"Internet access is crucial! As COVID-19 exacerbates issues associated with lack of Internet access, libraries are p… ",Villages,CAN,None,2021-03-23 10:51:15,3
Patriotgirl18,"Aubameyang and Partey to miss Cup of Nations games due to COVID-19 ... (U.S.)

(Reuters) - Arsenal striker Pierre-E… ",Toronto,CAN,None,2021-03-23 10:51:15,2
Dorothycharnley," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",,None,None,2021-03-23 10:51:15,0
KisssMyyA_, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Baltimore, MD",None,None,2021-03-23 10:51:15,0
kohsija, : friendly reminder that men who have sex with men aren’t allowed to donate blood unless they’ve been abstinent for 3 months (…,Kalanesia,None,None,2021-03-23 10:51:15,3
nicolieciousx,"Or, alternatively the WTO could temporarily lift patent protections on vaccines and PPE prosecution and allow count… ",,None,None,2021-03-23 10:51:15,4
jimaquino31," : We'd like to show sweet support to those who have received the COVID-19 Vaccine. Starting today, bring your Vaccine Card t…",,None,None,2021-03-23 10:51:17,0
second_victims," : 1)AstraZeneca vaxx: NOT SO ""SAFE"" AND ""EFFECTIVE"" AFTER ALL.

2)Gee, thanks for your ""concern,"" NIAID.

3)Silicon Valle…",Spain,None,None,2021-03-23 10:51:17,2
Patrick18414464," : Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…","Muranga, Kenya",None,None,2021-03-23 10:51:18,2
tezira," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Nairobi, Kenya",None,None,2021-03-23 10:51:18,3
Jyash_4BTS," : Breaking News: U.S. officials said AstraZeneca might have included outdated information from its Covid-19 vaccine trial, provi…",,None,None,2021-03-23 10:51:18,3
AfriMiningNews, : Alberta's health minister repeatedly blames the federal government for the COVID-19 situation the province finds itself in.…,"Johannesburg, South Africa",None,None,2021-03-23 10:51:19,3
JefaReguetonera,This is #Inovio’s year for a breakout o74312855193882632,La Habana🇨🇺,GBR,None,2021-03-23 10:51:19,2
KCSocialCouncil," _Gateway: One year after the first measures to fight the COVID-19 pandemic, _Global and _gmbh will organize a #SPorgWebinar t…",London,IND,None,2021-03-23 10:51:19,2
akash2090," _1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…","Moradabad, India",IND,None,2021-03-23 10:51:20,2
a12iggymom,     we should be doing more of this,,IND,None,2021-03-23 10:51:20,1
Ndlotus1, : How the COVID-19 pandemic is affecting every state: Latest updates.  ,"Mumbai, India #AmchiMumbai",IND,None,2021-03-23 10:51:21,2
ArjunKumar_____," : Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",,None,None,2021-03-23 10:51:21,2
suzzfuller," : vaccination + pre-departure COVID-19 test + home quarantine for 1 week + post-quarantine COVID-19 test.

Easy strat to l…",,None,None,2021-03-23 10:51:22,2
ParcMeridian, : Vaccine wars - Next episode right on queue,"Alexandria, VA",None,None,2021-03-23 10:51:22,2
bridgespro1," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",Musselburgh,None,None,2021-03-23 10:51:23,0
AnnaBritannia," : We'd like to show sweet support to those who have received the COVID-19 Vaccine. Starting today, bring your Vaccine Card t…",,None,None,2021-03-23 10:51:23,0
Renanrodri, : ‘The Chi’ Has Halted Season 4 Production After Positive Covid-19 Test on Set-chi…,"Aqui, lá, qualquer lugar",None,None,2021-03-23 10:51:23,2
wildwalkerwoman, :  address the impact of Covid-19 on cybercrime trends with special focus on the shift of opportunities as well as…,Great Whin Sill,None,None,2021-03-23 10:51:23,2
cnnphilippines, _klaus: _Lauterbach: Aha. Die beste Lanzeitstudie über #LongCovid. An internat. web-based survey? Survey distribution via onl…,Philippines,None,None,2021-03-23 10:51:23,2
CEOSalfordCVS," : #ShehnaazGill wishes her crush #KartikAaryan a speedy recovery after he tests Covid-19 positive.

#COVID19 #Shehnaazian ht…",Salford,None,None,2021-03-23 10:51:24,2
Anon_Lobo," : One year on from the GBR's first lockdown, we've joined the Yellow Hearts to Remember campaign, supporting bereaved families…",,None,None,2021-03-23 10:51:25,1
andipangilinan_, : Gov. Wike’s aide insists on seeing the carton of COVID-19 vaccine before he can be vaccinated ,,None,None,2021-03-23 10:51:25,2
_rebellarose, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,3rd dimension for now,None,None,2021-03-23 10:51:25,2
JohnRob27400868," : having                          disliking 
covid-19                 long hair harry 
                  no taste",,None,None,2021-03-23 10:51:25,2
margret_adeyemi," : One of the ways we have tried to commemorate the past year is with 'Our COVID-19 Story', a photography exhibition and accompa…",,None,None,2021-03-23 10:51:26,0
solusGBR,Tintin oclock_ Covid-19 vaccine    ,"East Kilbride, Scotland",None,None,2021-03-23 10:51:26,2
EnglishPre_b, : Krispy Kreme is offering a free doughnut in the U.S. to anyone who has received the COVID-19 vaccine. This will go on…,Internet,None,None,2021-03-23 10:51:27,2
peppermooskunk," @_JammuNews_: From April 1, all people above 45 years of age entitled to get COVID-19 vaccine: Union minister Prakash Javadekar",,None,None,2021-03-23 10:51:27,2
davidpaulspeak, : A town mayor in Cebu admitted he got inoculated with a COVID-19 vaccine ahead of the municipality’s frontliners. …,Earth,None,None,2021-03-23 10:51:28,2
TarynThornton_," : A National Guard convoy transporting doses of the COVID-19 vaccine was ambushed Monday morning in west Texas, according t…","sag, mi ",None,None,2021-03-23 10:51:28,2
AndyEuropean," _Governor: Reasons to get your COVID-19 shot:
 Protect yourself
 Protect your community
 Save lives
 Get a free doughnut",Citizen of nowhere,None,None,2021-03-23 10:51:28,2
Icewhiz200k,3rd COVID-19 wave will be the worst. Might be the deadliest,Roblox,USA,None,2021-03-23 10:51:29,2
MrsCommonSense2," : Newly established #CovidVaccine centre is up and running in the Abbey Hotel in #Roscommon by the end of this week, we hope…",United States,USA,None,2021-03-23 10:51:29,2
CAKriti1, How much did they pay you to include covid-19 in there??,,None,None,2021-03-23 10:51:29,4
goldyyylocss," : Results from a U.S. trial of AstraZeneca’s COVID-19 vaccine may have used “outdated information,” U.S. federal health officia…",on your last nerve,None,None,2021-03-23 10:51:29,1
Brights35184826," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",Earth,CAN,None,2021-03-23 10:51:30,3
camy_cul,Now Premier Ford is blaming the PHU. Sigh.,Canada,USA,None,2021-03-23 10:51:30,3
InovioInvestor," _swk: COVID-19 in Malaysia : Numbers at a Glance as of 23rd. March 2021, 12 pm ","New York, USA",USA,None,2021-03-23 10:51:32,2
FooheyMike, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive ,Maggie Valley,None,None,2021-03-23 10:51:32,0
christinejenk20,The police crackdown in Miami Beach: Who is responsible for the spread of the COVID-19 pandemic? ,EU,None,None,2021-03-23 10:51:32,2
Ullyxses," : #VersaLab™, simple and accessible #COVID19 #mobiletesting solutions tailored to meet your needs wherever and whenever req…",,None,None,2021-03-23 10:51:32,2
SocPolPamela," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",,None,None,2021-03-23 10:51:33,3
48Gailschwerdt," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ","Cape Coral, FL",None,None,2021-03-23 10:51:33,3
AvaSanghal, _supplychn: Closing #vaccine borders provides a false sense of security. Enabling global flows allows vaccine #supplychain to deli…,,None,None,2021-03-23 10:51:33,2
bridge1013," : More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…","Evanston, IL",None,None,2021-03-23 10:51:34,1
